24:00基础模型,边界预测方法,评价对象,月份,样本数,MAE,RMSE,WAPE_percent,Bias,MAPE_percent,R2
LightGBM,XGBoost跨日边界,次日00:10端点,11,30,96.07268516927087,124.438266346678,3.0385562326721236,24.547958710937458,3.1399619271701327,0.9231783561170405
LightGBM,XGBoost跨日边界,最后10分钟区间平均,11,30,89.96920405938418,109.26142136322046,2.852215733036013,8.186900264231417,3.0200477728632,0.9394814811427359
LightGBM,XGBoost跨日边界,次日00:10端点,12,30,164.48261667968748,198.1178162121549,4.996941508488222,-80.2829217057292,4.971544478212888,0.8336497992883447
LightGBM,XGBoost跨日边界,最后10分钟区间平均,12,30,129.35620347145368,150.44087085107125,3.953269210035627,-32.29506599325762,4.060704649401833,0.894814321910108
LightGBM,历史跨日比例,次日00:10端点,2,28,127.43961800843553,158.42360862697436,4.054642669068754,-34.53428261617671,4.114014238202844,0.8903908315063728
LightGBM,历史跨日比例,最后10分钟区间平均,2,28,77.5885722533426,108.42686107689174,2.4796247071399673,-14.264790858153138,2.5430550155680267,0.9404577297824591
LightGBM,历史跨日比例,次日00:10端点,3,31,97.9016782062799,115.91954125565832,3.077985381099626,-11.323418601053177,3.189831829036856,0.9291444966225315
LightGBM,历史跨日比例,最后10分钟区间平均,3,31,81.68124296263335,94.13541944199707,2.5724633936130994,-17.025976228090112,2.673966665305884,0.9507718865036765
LightGBM,历史跨日比例,次日00:10端点,4,30,99.06923396742076,118.8343423535733,3.1334683427714913,2.461570040599736,3.369295314251998,0.9367485228170681
LightGBM,历史跨日比例,最后10分钟区间平均,4,30,105.84850002021173,126.8337592594065,3.3585863727050373,2.015571858498879,3.492630689036283,0.9273864563151661
LightGBM,历史跨日比例,次日00:10端点,5,31,139.5525126241764,218.97305309134163,4.360869895195718,4.550195055426977,4.377611934878893,0.8230432140363683
LightGBM,历史跨日比例,最后10分钟区间平均,5,31,116.94310777162319,197.81577090437935,3.631203970461495,-1.1479186459896042,3.629691064373041,0.8482721514496636
LightGBM,历史跨日比例,次日00:10端点,6,30,246.10920217236563,336.53359451007503,6.393961912922104,-44.020449079470275,6.649825366100834,0.5640232585999968
LightGBM,历史跨日比例,最后10分钟区间平均,6,30,216.88014068118497,311.9178551286563,5.643072497446598,-27.550240874563055,5.855241854112854,0.5830444640809953
LightGBM,历史跨日比例,次日00:10端点,7,31,285.92721336900723,362.4747680350654,6.642512208762051,131.854751912475,7.0306407446621115,0.4468907088370151
LightGBM,历史跨日比例,最后10分钟区间平均,7,31,251.94477088313295,340.16707371120077,5.82072727122037,106.35704739265346,6.193819264713858,0.4940825521162876
LightGBM,历史跨日比例,次日00:10端点,8,31,160.8194786090704,216.96054242158732,3.856706341328305,43.64478308567962,4.059777615360034,0.8029714640629406
LightGBM,历史跨日比例,最后10分钟区间平均,8,31,150.18196173437767,212.19871847914885,3.5836331553985508,41.616470273721916,3.7416527859880535,0.8210845816916688
LightGBM,历史跨日比例,次日00:10端点,9,30,287.99563788487507,329.5376699329177,8.583531991258358,-19.387019605508293,9.03814102219267,0.5855862856309552
LightGBM,历史跨日比例,最后10分钟区间平均,9,30,256.59293817926863,304.68875545931786,7.641255846072689,-16.645157261982696,7.71916053714679,0.5757727519281454
LightGBM,历史跨日比例,次日00:10端点,10,31,109.5388149232532,143.04078823890924,3.5229118396343795,-16.366742230001012,3.756328308530189,0.9147231734979594
LightGBM,历史跨日比例,最后10分钟区间平均,10,31,94.19771519073784,121.51681758228428,3.015722648152787,-12.150398043027684,3.1361020206543055,0.9293838821778492
